Category,Quote,Author
books,One kind of good book should leave you asking: how did the author know that about me?,Alain de Botton
self,One kind of good book should leave you asking: how did the author know that about me?,Alain de Botton
writing,One kind of good book should leave you asking: how did the author know that about me?,Alain de Botton
attraction,One rarely falls in love without being as much attracted to what is interestingly wrong with someone as what is objectively healthy.,Alain de Botton
health,One rarely falls in love without being as much attracted to what is interestingly wrong with someone as what is objectively healthy.,Alain de Botton
love,One rarely falls in love without being as much attracted to what is interestingly wrong with someone as what is objectively healthy.,Alain de Botton
pathology,One rarely falls in love without being as much attracted to what is interestingly wrong with someone as what is objectively healthy.,Alain de Botton
right,One rarely falls in love without being as much attracted to what is interestingly wrong with someone as what is objectively healthy.,Alain de Botton
wrong,One rarely falls in love without being as much attracted to what is interestingly wrong with someone as what is objectively healthy.,Alain de Botton
aging,"One's doing well if age improves even slightly one's capacity to hold on to that vital truism: ""This too shall pass.",Alain de Botton
life,"One's doing well if age improves even slightly one's capacity to hold on to that vital truism: ""This too shall pass.",Alain de Botton
resilience,"One's doing well if age improves even slightly one's capacity to hold on to that vital truism: ""This too shall pass.",Alain de Botton
truth,"One's doing well if age improves even slightly one's capacity to hold on to that vital truism: ""This too shall pass.",Alain de Botton
despair,The difference between hope and despair is a different way of telling stories from the same facts.,Alain de Botton
hope,The difference between hope and despair is a different way of telling stories from the same facts.,Alain de Botton
perspective,The difference between hope and despair is a different way of telling stories from the same facts.,Alain de Botton
accomplishments,The feeling one has no time to get anything done provides the pressure that guarantees one does get some things done.,Alain de Botton
pressure,The feeling one has no time to get anything done provides the pressure that guarantees one does get some things done.,Alain de Botton
time,The feeling one has no time to get anything done provides the pressure that guarantees one does get some things done.,Alain de Botton
happiness,"The materialistic view of happiness of our age starkly revealed in our understanding of the word ""luxury.",Alain de Botton
luxury,"The materialistic view of happiness of our age starkly revealed in our understanding of the word ""luxury.",Alain de Botton
materialism,"The materialistic view of happiness of our age starkly revealed in our understanding of the word ""luxury.",Alain de Botton
media,The media insists on taking what someone didn't mean to say as being far closer to the truth than what they did.,Alain de Botton
misspeaking,The media insists on taking what someone didn't mean to say as being far closer to the truth than what they did.,Alain de Botton
truth,The media insists on taking what someone didn't mean to say as being far closer to the truth than what they did.,Alain de Botton
emotions,The moment we cry in a film is not when things are sad but when they turn out to be more beautiful than we expected them to be.,Alain de Botton
film,The moment we cry in a film is not when things are sad but when they turn out to be more beautiful than we expected them to be.,Alain de Botton
humanity,The moment we cry in a film is not when things are sad but when they turn out to be more beautiful than we expected them to be.,Alain de Botton
philosophy,The moment we cry in a film is not when things are sad but when they turn out to be more beautiful than we expected them to be.,Alain de Botton
god,The most boring and unproductive question one can ask of any religion is whether or not it is true.,Alain de Botton
philosophy,The most boring and unproductive question one can ask of any religion is whether or not it is true.,Alain de Botton
religion,The most boring and unproductive question one can ask of any religion is whether or not it is true.,Alain de Botton
religions,The most boring and unproductive question one can ask of any religion is whether or not it is true.,Alain de Botton
philosophy,The price we have paid for expecting to be so much more than our ancestors is a perpetual anxiety that we are far from being all we might be.,Alain de Botton
status-anxiety,The price we have paid for expecting to be so much more than our ancestors is a perpetual anxiety that we are far from being all we might be.,Alain de Botton
balance,There is no such thing as work-life balance. Everything worth fighting for unbalances your life.,Alain de Botton
life,There is no such thing as work-life balance. Everything worth fighting for unbalances your life.,Alain de Botton
